city,state_id,state_name,county_fips,county_name,zips
Albany,NY,New York,36001,Albany,12208 12209 12204 12206 12207 12202 12203 12205 12210 12222 12201 12223 12226 12228 12229 12230 12231 12232 12233 12234 12235 12236 12237 12238 12239 12240 12241 12242 12243 12244 12245 12246 12248 12250 12255 12257 12260 12261
Knoxville,TN,Tennessee,47093,Knox,37918 37912 37909 37902 37924 37920 37921 37922 37923 37919 37915 37914 37917 37916 37901 37927 37928 37929 37939 37950 37995 37996 37997
Bakersfield,CA,California,6029,Kern,93306 93307 93304 93305 93301 93309 93314 93311 93313 93312 93302 93383 93384 93385 93387 93389 93390
Ogden,UT,Utah,49057,Weber,84404 84401 84403 84244 84407 84408 84409 84415
Baton Rouge,LA,Louisiana,22033,East Baton Rouge,70836 70808 70809 70802 70803 70801 70806 70807 70805 70820 70819 70811 70815 70814 70816 70804 70813 70821 70822 70823 70825 70827 70831 70833 70835 70873 70874 70891 70892 70893 70894 70895 70898
Akron,OH,Ohio,39153,Summit,44306 44307 44304 44305 44302 44303 44301 44308 44320 44311 44310 44313 44312 44319 44314 44309 44315 44316 44317 44325 44326 44328 44334 44396 44398
New Haven,CT,Connecticut,9009,New Haven,06519 06511 06510 06513 06512 06515 06501 06502 06503 06505 06506 06507 06508 06509 06520 06521 06530 06531 06532 06533 06534 06535 06536 06540
Columbia,SC,South Carolina,45079,Richland,29202 29203 29205 29201 29207 29204 29208 29209 29212 29225 29229 29147 29210 29206 29214 29215 29216 29217 29218 29220 29224 29226 29240 29250
Mesa,AZ,Arizona,4013,Maricopa,85208 85209 85201 85202 85203 85204 85205 85206 85207 85215 85213 85212 85210 85211 85214 85216 85274 85275 85277
Palm Bay,FL,Florida,12009,Brevard,32909 32905 32907 32976 32948 32908 32902 32906 32910 32911
Provo,UT,Utah,49049,Utah,84604 84606 84601 84602 84603 84605
Worcester,MA,Massachusetts,25027,Worcester,01610 01608 01609 01602 01603 01604 01605 01606 01607 01601 01613 01614 01615 01653 01655
Murrieta,CA,California,6065,Riverside,92563 92562
Greenville,SC,South Carolina,45045,Greenville,29614 29607 29605 29601 29609 29602 29603 29604 29612 29616
Wichita,KS,Kansas,20173,Sedgwick,67230 67235 67260 67217 67216 67215 67214 67213 67212 67211 67210 67219 67218 67223 67220 67226 67202 67203 67204 67205 67206 67207 67208 67209 67201 67275 67276 67277 67278
Toledo,OH,Ohio,39095,Lucas,43615 43611 43613 43612 43614 43608 43610 43606 43607 43604 43605 43609 43620 43623 43601 43603 43635 43652 43656 43657 43659 43660 43661 43666 43667 43681 43682 43697 43699
Staten Island,NY,New York,36085,Richmond,10302 10303 10310 10306 10307 10308 10309 10312 10301 10304 10305 10314
Des Moines,IA,Iowa,19153,Polk,50309 50312 50314 50316 50317 50310 50311 50313 50319 50321 50320 50315 50301 50302 50303 50304 50305 50306 50307 50308 50318 50328 50329 50330 50331 50332 50335 50340 50380 50381 50391 50392 50393 50394 50395 50396 50936 50940 50947 50950 50980 50981 50982 50983
Long Beach,CA,California,6037,Los Angeles,90822 90804 90805 90806 90807 90802 90803 90808 90831 90814 90813 90810 90815 90801 90832 90833 90840 90842 90844 90846 90847 90848 90853
Port St. Lucie,FL,Florida,12111,St. Lucie,34986 34984 34983 34987 34952 34953 34985
Denton,TX,Texas,48121,Denton,76207 76205 76201 76208 76209 76210 76259 76202 76203 76204 76206
Madison,WI,Wisconsin,55025,Dane,53706 53704 53705 53703 53726 53792 53719 53718 53715 53714 53717 53716 53711 53713 53701 53707 53708 53725 53774 53777 53782 53783 53784 53785 53786 53788 53790 53793 53794
Reno,NV,Nevada,32031,Washoe,89521 89523 89439 89503 89502 89501 89506 89509 89508 89519 89512 89505 89507 89533 89555 89557 89595 89599
Harrisburg,PA,Pennsylvania,42043,Dauphin,17101 17102 17103 17104 17120 17110 17105 17108 17121 17122 17123 17124 17125 17126 17127 17128 17129 17130
Little Rock,AR,Arkansas,5119,Pulaski,72211 72210 72212 72223 72209 72202 72201 72206 72207 72204 72205 72103 72227 72215 72217 72219 72222 72225 72231 72255 72260 72295
Oakland,CA,California,6001,Alameda,94621 94705 94704 94611 94610 94613 94619 94612 94618 94606 94607 94602 94603 94601 94609 94605 94608 94604 94614 94615 94617 94620 94623 94624 94649 94659 94660 94661 94666
Durham,NC,North Carolina,37063,Durham,27703 27705 27704 27707 27701 27709 27712 27713 27706 27708 27710 27715 27717 27722
Winston-Salem,NC,North Carolina,37067,Forsyth,27110 27127 27040 27107 27106 27105 27104 27103 27101 27109 27102 27108 27111 27113 27114 27115 27116 27117 27120 27130 27150 27152 27155 27157 27198 27199
Bonita Springs,FL,Florida,12071,Lee,33931 34134 34135
Indio,CA,California,6065,Riverside,92241 92201 92203
Palm Coast,FL,Florida,12035,Flagler,32164 32136 32137 32135 32142 32143
Chattanooga,TN,Tennessee,47065,Hamilton,37415 37416 37410 37411 37419 37409 37421 37363 37408 37403 37402 37407 37405 37406 37404 37343 37351 37350 37401 37414 37424 37450
Spokane,WA,Washington,53063,Spokane,99201 99203 99202 99205 99204 99207 99208 99224 99223 99001 99212 99209 99210 99219 99220 99252 99256 99258 99260
Syracuse,NY,New York,36067,Onondaga,13210 13214 13290 13224 13207 13206 13205 13204 13203 13202 13208 13201 13217 13218 13221 13235 13244 13252 13261
Lancaster,PA,Pennsylvania,42071,Lancaster,17603 17602 17601 17608 17622 17699
Arlington,TX,Texas,48439,Tarrant,76040 76006 76001 76002 76018 76013 76012 76011 76010 76017 76016 76015 76014 76003 76004 76005 76007 76019 76094 76096
Stockton,CA,California,6077,San Joaquin,95219 95212 95210 95211 95209 95205 95207 95202 95204 95206 95203 95201 95267 95269 95296 95297
Poughkeepsie,NY,New York,36027,Dutchess,12601 12603 12602
Augusta,GA,Georgia,13245,Richmond,30912 30815 30812 30907 30906 30904 30901 30905 30909 30805 30914 30916 30917 30919 30999
Boise,ID,Idaho,16001,Ada,83703 83702 83705 83704 83709 83716 83706 83712 83713 83701 83708 83715 83717 83720 83722 83724 83725 83728 83729 83735 83756 83799
Oxnard,CA,California,6111,Ventura,93035 93036 93030 93033 93031 93032 93034
Scranton,PA,Pennsylvania,42069,Lackawanna,18509 18508 18510 18503 18505 18507 18504 18515 18540
Modesto,CA,California,6099,Stanislaus,95358 95356 95355 95354 95351 95350 95352 95353 95397
Kissimmee,FL,Florida,12097,Osceola,34741 34743 34744 34746 34745
Aurora,CO,Colorado,8001,Adams,80247 80137 80045 80018 80019 80016 80017 80014 80015 80012 80013 80010 80011 80040 80041 80042 80044 80046 80047
Youngstown,OH,Ohio,39099,Mahoning,44502 44503 44504 44505 44506 44507 44509 44511 44510 44501 44555
Fayetteville,AR,Arkansas,5143,Washington,72704 72703 72701 72702
Anaheim,CA,California,6059,Orange,92808 92806 92807 92804 92805 92802 92801 92803 92809 92812 92815 92816 92817 92825 92850 92899
Pensacola,FL,Florida,12033,Escambia,32501 32504 32503 32502 32513 32522 32524 32591
Victorville,CA,California,6071,San Bernardino,92394 92395 92392 92393
Lancaster,CA,California,6037,Los Angeles,93535 93534 93536 93539 93584
Greensboro,NC,North Carolina,37081,Guilford,27410 27455 27214 27408 27409 27403 27401 27406 27407 27405 27402 27404 27411 27412 27413 27417 27420 27427 27429 27435 27438 27495 27497 27498 27499
Corpus Christi,TX,Texas,48355,Nueces,78373 78408 78409 78406 78407 78404 78405 78402 78401 78419 78418 78414 78417 78416 78411 78410 78413 78412 78403 78426 78427 78460 78463 78465 78466 78467 78468 78469 78472 78480
Fort Wayne,IN,Indiana,18003,Allen,46835 46845 46818 46814 46815 46816 46803 46802 46807 46806 46805 46804 46809 46808 46825 46801 46850 46851 46852 46853 46854 46855 46856 46857 46858 46859 46860 46861 46862 46863 46864 46865 46866 46867 46868 46869 46885 46895 46897
Santa Ana,CA,California,6059,Orange,92703 92701 92705 92704 92707 92706 92702 92712 92735 92799
Flint,MI,Michigan,26049,Genesee,48553 48551 48504 48505 48506 48507 48502 48503 48550 48552 48556 48557
Fayetteville,NC,North Carolina,37051,Cumberland,28304 28305 28306 28307 28301 28303 28308 28390 28311 28310 28314 28302 28309
Jackson,MS,Mississippi,28049,Hinds,39272 39206 39204 39203 39202 39201 39209 39269 39174 39211 39212 39213 39216 39217 39060 39205 39207 39210 39215 39225 39236 39250 39271 39282 39283 39284 39286 39289 39296 39298
Santa Rosa,CA,California,6097,Sonoma,95404 95409 95403 95401 95407 95405 95406
Lansing,MI,Michigan,26065,Ingham,48933 48915 48912 48911 48910 48921 48906 48901 48909 48916 48919 48922 48924 48929 48930 48937 48951 48956
San Juan,PR,Puerto Rico,72127,San Juan,00918 00913 00911 00917 00915 00912 00926 00927 00924 00925 00923 00920 00921 00906 00907 00901 00909 00936 00969 00902 00908 00910 00919 00922 00928 00929 00930 00931 00935 00937 00939 00940 00955 00975
Lexington,KY,Kentucky,21067,Fayette,40505 40506 40508 40509 40504 40507 40502 40503 40517 40516 40513 40511 40510 40515 40514 40512 40522 40523 40524 40526 40533 40536 40544 40546 40550 40555 40574 40575 40576 40577 40578 40579 40580 40581 40582 40583 40588 40591 40598
Ann Arbor,MI,Michigan,26161,Washtenaw,48103 48104 48105 48108 48109 48113
Henderson,NV,Nevada,32003,Clark,89044 89052 89002 89074 89015 89014 89011 89012 89009 89077
Huntsville,AL,Alabama,1089,Madison,35801 35803 35802 35805 35806 35741 35824 35763 35757 35756 35810 35811 35816 35896 35762 35804 35807 35809 35814 35815 35893 35894 35895 35897 35899
Mobile,AL,Alabama,1097,Mobile,36606 36607 36604 36605 36602 36603 36608 36609 36688 36582 36615 36617 36611 36610 36619 36618 36695 36693 36571 36601 36628 36633 36640 36641 36644 36652 36660 36670 36675 36689 36691
Fort Collins,CO,Colorado,8069,Larimer,80521 80528 80526 80524 80525 80523 80527 80553
Asheville,NC,North Carolina,37021,Buncombe,28806 28805 28804 28803 28801 28776 28810 28814 28815 28816
Santa Clarita,CA,California,6037,Los Angeles,91321 91351 91350 91355 91354 91387 91322 91382 91385 91386
St. Paul,MN,Minnesota,27123,Ramsey,55114 55117 55116 55119 55130 55101 55155 55102 55103 55106 55107 55104 55105 55108 55131 55133 55144 55145 55146 55164 55170
Antioch,CA,California,6013,Contra Costa,94531 94509
Lakeland,FL,Florida,12105,Polk,33813 33803 33801 33805 33815 33811 33802 33804 33806
Trenton,NJ,New Jersey,34021,Mercer,08638 08611 08618 08629 08609 08608 08601 08603 08604 08605 08607 08625 08645 08646 08647 08666 08695
Lincoln,NE,Nebraska,31109,Lancaster,68528 68524 68526 68520 68521 68522 68516 68510 68512 68506 68507 68504 68505 68502 68503 68508 68509 68529 68542 68544 68583 68588
Springfield,MO,Missouri,29077,Greene,65810 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65897 65898 65899
Anchorage,AK,Alaska,2020,Anchorage,99518 99515 99517 99516 99513 99540 99567 99587 99508 99506 99507 99504 99505 99502 99503 99501 99577 99509 99511 99514 99520 99521 99522 99523 99524 99529 99530 99599
Plano,TX,Texas,48085,Collin,75093 75023 75025 75024 75074 75075 75026 75086
Irvine,CA,California,6059,Orange,92617 92614 92612 92618 92620 92602 92603 92604 92606 92616 92619 92650 92697 92698
Davenport,IA,Iowa,19163,Scott,52802 52803 52801 52806 52807 52804 52805 52808 52809
Rockford,IL,Illinois,17201,Winnebago,61114 61109 61108 61104 61107 61101 61103 61102 61105 61106 61110 61125 61126
Newark,NJ,New Jersey,34013,Essex,07103 07102 07105 07104 07107 07106 07108 07112 07114 07101 07175 07188 07191 07192 07193 07195 07198 07199
South Bend,IN,Indiana,18141,St. Joseph,46601 46635 46628 46616 46614 46615 46613 46619 46617 46624 46626 46634 46660 46680 46699
Shreveport,LA,Louisiana,22017,Caddo,71129 71101 71103 71104 71105 71106 71107 71108 71109 71119 71118 71102 71120 71130 71133 71134 71135 71136 71138 71148 71149 71151 71152 71153 71154 71156 71161 71162 71163 71164 71165 71166
Round Lake Beach,IL,Illinois,17097,Lake,60073
Savannah,GA,Georgia,13051,Chatham,31322 31409 31408 31401 31405 31404 31407 31406 31419 31415 31403 31412 31416 31418 31420 31421
Myrtle Beach,SC,South Carolina,45051,Horry,29572 29577 29578
Chula Vista,CA,California,6073,San Diego,91911 91910 91913 91915 91914 91902 91908 91909 91912 91921
Eugene,OR,Oregon,41039,Lane,97405 97404 97401 97403 97402 97440
Canton,OH,Ohio,39151,Stark,44714 44710 44702 44703 44706 44707 44704 44705 44708 44709 44711 44750 44799
Lubbock,TX,Texas,48303,Lubbock,79406 79423 79424 79416 79412 79413 79410 79411 79414 79404 79407 79401 79403 79415 79402 79408 79409 79430 79452 79453 79457 79464 79490 79491 79493 79499
Reading,PA,Pennsylvania,42011,Berks,19604 19601 19602 19611 19603 19612
Winter Haven,FL,Florida,12105,Polk,33881 33880 33884 33883 33885 33888
Salem,OR,Oregon,41047,Marion,97302 97301 97306 97304 97317 97309 97310 97311 97312 97314
St. Petersburg,FL,Florida,12103,Pinellas,33707 33702 33762 33713 33712 33711 33710 33716 33715 33714 33705 33701 33703 33704 33729 33731 33732 33733 33734 33742 33743 33747
Lafayette,LA,Louisiana,22055,Lafayette,70508 70507 70506 70503 70501 70502 70504 70505 70509 70593 70596 70598
Laredo,TX,Texas,48479,Webb,78046 78045 78043 78040 78041 78042
Jersey City,NJ,New Jersey,34017,Hudson,07310 07311 07302 07307 07306 07305 07304 07097 07303 07308 07395 07399
Concord,NC,North Carolina,37025,Cabarrus,28025 28027 28026
Columbus,GA,Georgia,13215,Muscogee,31829 31820 31909 31904 31905 31906 31907 31901 31903 31808 31902 31908 31914 31917 31993 31995 31997 31998 31999
Chandler,AZ,Arizona,4013,Maricopa,85248 85249 85226 85224 85225 85286 85246
McKinney,TX,Texas,48085,Collin,75069 75070 75071 75072
Scottsdale,AZ,Arizona,4013,Maricopa,85259 85258 85251 85250 85257 85255 85254 85266 85262 85260 85252 85261 85267 85271
Killeen,TX,Texas,48027,Bell,76541 76543 76542 76549 76540 76547
Tallahassee,FL,Florida,12073,Leon,32311 32312 32399 32304 32303 32301 32309 32308 32302 32306 32307 32313 32314 32315 32316
Peoria,IL,Illinois,17143,Peoria,61625 61606 61615 61614 61605 61602 61603 61604 61601 61613 61629 61630 61634 61636 61637 61638 61639 61643 61651 61652 61653 61654 61655 61656
Wilmington,NC,North Carolina,37129,New Hanover,28409 28401 28405 28403 28412 28402 28406 28408
Montgomery,AL,Alabama,1101,Montgomery,36064 36112 36113 36110 36111 36117 36115 36116 36108 36105 36104 36106 36109 36107 36101 36114 36118 36120 36121 36123 36124 36125 36130 36131 36132 36135 36140 36141 36142 36177 36191
Gilbert,AZ,Arizona,4013,Maricopa,85233 85234 85297 85296 85295 85298 85236 85244 85299
Glendale,AZ,Arizona,4013,Maricopa,85301 85303 85302 85304 85306 85308 85355 85305 85307 85309 85310 85311 85312 85318
North Las Vegas,NV,Nevada,32003,Clark,89032 89031 89030 89086 89084 89085 89081 89115 89033 89087
Chesapeake,VA,Virginia,51550,Chesapeake,23325 23324 23323 23322 23321 23320 23326 23327 23328
Barnstable,MA,Massachusetts,25001,Barnstable,02635 02637 02630 02632 02601 02655 02672 02675 02647 02648 02668 02634
Norfolk,VA,Virginia,51710,Norfolk,23509 23508 23507 23504 23503 23502 23505 23518 23510 23513 23517 23551 23523 23511 23501 23506 23514 23515 23519 23529 23541
Fremont,CA,California,6001,Alameda,94536 94538 94539 94555 94537
Kennewick,WA,Washington,53005,Benton,99337 99336 99338
Garland,TX,Texas,48113,Dallas,75044 75041 75040 75043 75042 75046 75047 75049
Irving,TX,Texas,48113,Dallas,75063 75061 75060 75038 75039 75062 75014 75015 75016 75017 75059 75261 75326 75368
Visalia,CA,California,6107,Tulare,93277 93291 93292 93278 93279 93290
Atlantic City,NJ,New Jersey,34001,Atlantic,08401 08404 08405
Paradise,NV,Nevada,32003,Clark,89103 89102 89109 89183 89169 89118 89119 89121 89120 89123 89111 89132 89136 89154 89157 89159 89160 89170 89177 89193
Nashua,NH,New Hampshire,33011,Hillsborough,03062 03063 03060 03064 03061
Arlington,VA,Virginia,51013,Arlington,22209 22203 22202 22201 22207 22206 22205 22204 22214 22211 22213 22210 22212 22215 22216 22217 22219 22225 22226 22227 22230 22240 22241 22242 22243 22244 22245 22246 22350
Hialeah,FL,Florida,12086,Miami-Dade,33014 33016 33010 33012 33013 33018
York,PA,Pennsylvania,42133,York,17404 17401 17403 17405
Evansville,IN,Indiana,18163,Vanderburgh,47708 47714 47715 47710 47711 47713 47701 47702 47703 47704 47705 47706 47716 47719 47722 47724 47728 47730 47731 47732 47733 47734 47735 47736 47737 47740 47747 47750
Avondale,AZ,Arizona,4013,Maricopa,85323 85392 85329
Brownsville,TX,Texas,48061,Cameron,78521 78520 78526 78575 78578
Gulfport,MS,Mississippi,28047,Harrison,39501 39503 39507 39502 39505 39506
Appleton,WI,Wisconsin,55087,Outagamie,54914 54915 54913 54911 54912 54919
Bremerton,WA,Washington,53035,Kitsap,98312 98314 98310 98367 98337
Hickory,NC,North Carolina,37035,Catawba,28601 28602 28603
Tacoma,WA,Washington,53053,Pierce,98422 98421 98402 98403 98404 98405 98408 98409 98406 98407 98465 98416 98418 98444 98401 98411 98412 98413 98415 98417 98419 98448 98471 98481 98490
San Bernardino,CA,California,6071,San Bernardino,92401 92407 92405 92408 92404 92411 92410 92346 92369 92403 92406 92413 92415 92418 92423 92427
College Station,TX,Texas,48041,Brazos,77845 77840 77841 77842 77843 77844 77881
Kalamazoo,MI,Michigan,26077,Kalamazoo,49001 49006 49007 49008 49074 49005 49019
Thousand Oaks,CA,California,6111,Ventura,91320 91360 91361 91362 91319 91358 91359
Roanoke,VA,Virginia,51770,Roanoke,24014 24015 24016 24017 24011 24012 24013 24001 24002 24003 24004 24005 24006 24007 24008 24009 24010 24022 24023 24024 24025 24026 24027 24028 24029 24030 24031 24032 24033 24034 24035 24036 24037 24038 24040 24042 24043
Fontana,CA,California,6071,San Bernardino,92335 92336 92337 92331 92334 92402
Moreno Valley,CA,California,6065,Riverside,92551 92553 92555 92557 92552 92554 92556
North Port,FL,Florida,12115,Sarasota,34286 34287 34288 34289 34293 34291 34266 34223 34290
Fargo,ND,North Dakota,38017,Cass,58102 58104 58103 58105 58106 58107 58108 58109 58121 58122 58124 58125 58126
Green Bay,WI,Wisconsin,55009,Brown,54311 54302 54304 54303 54301 54305 54306 54308
Spring Valley,NV,Nevada,32003,Clark,89103 89147 89146 89148 89113 89117 89118 89150 89164 89173
Amarillo,TX,Texas,48375,Potter,79121 79109 79101 79102 79103 79104 79106 79107 79118 79111 79110 79114 79116 79117 79120 79166 79168 79172 79174 79178 79189
